Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,PQ_student_encoded,PQ_student_named,Previous qualification /10,Nacionality,Mother's qualification,MQ_encoded,MQ_encoded,MQ_named,Father's qualification,FQ_encoded,FQ_named,Mother's occupation,MO_encoded,MO_named,1000,Father's occupation,FO_encoded,FO_named,Salaire_père,Revenu_foyer,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),"CU 1st sem (grade, number)",Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),"CU 2nd sem (grade, number)",Curricular units 2nd sem (without evaluations),Year,Unemployment rate,Inflation rate,GDP,Target
1,42,1,9500,1.00,1,3,Lycée terminé,"16,0",1,37,2,2,Collège,38,2,Collège,9,6,Ouvriers,1200,7,6,Ouvriers,1300,2500,"16,10",1,0,0,1,0,1,22,0,0,8,8,7,"13,08",0,8,8,7,"13,08",0,2010,"10,8","1,4","1,74",Graduate
1,39,1,9670,1.00,1,3,Lycée terminé,"12,0",1,1,3,3,Lycée,19,3,Lycée,4,5,Employés,1200,5,5,Employés,1000,2200,"10,00",0,0,0,1,0,1,25,0,0,5,7,4,"10,50",0,5,7,5,"11,60",0,2009,"9,4","-0,8","-3,12",Graduate
1,17,1,9070,1.00,1,3,Lycée terminé,"12,4",1,19,3,3,Lycée,38,2,Collège,4,5,Employés,900,0,7,Etudiant,0,900,"11,76",1,0,0,1,1,0,20,0,0,6,9,6,"10,67",0,6,6,5,"11,20",0,2008,"7,6","2,6","0,32",Graduate
1,1,6,9147,1.00,1,3,Lycée terminé,"14,3",1,38,2,2,Collège,37,2,Collège,9,6,Ouvriers,900,9,6,Ouvriers,900,1800,"12,87",1,0,0,1,1,0,23,0,0,5,6,4,"14,00",0,5,5,5,"13,80",0,2016,"11,1","0,6","2,02",Enrolled
1,43,2,9119,1.00,1,3,Lycée terminé,"11,5",1,38,2,2,Collège,19,3,Lycée,9,6,Ouvriers,1200,6,1,Agriculteurs exploitants,1000,2200,"11,22",1,0,1,1,1,0,18,0,0,5,9,2,"10,00",0,5,9,0,"0,00",0,2012,"15,5","2,8","-4,06",Enrolled
1,39,1,9500,1.00,1,3,Lycée terminé,"13,3",1,1,3,3,Lycée,1,3,Lycée,4,5,Employés,900,10,5,Employés,1200,2100,"10,08",0,0,0,1,1,0,24,0,0,7,18,0,"0,00",0,7,7,0,"0,00",0,2014,"13,9","-0,3","0,79",Dropout
1,17,2,9773,1.00,1,3,Lycée terminé,"13,3",41,19,3,3,Lycée,1,3,Lycée,9,6,Ouvriers,1200,9,6,Ouvriers,900,2100,"10,50",1,0,0,0,0,0,21,1,0,6,6,6,"14,00",0,6,6,6,"13,50",0,2017,"8,9","1,4","3,51",Graduate
1,15,1,9130,1.00,1,3,Lycée terminé,"13,3",41,1,3,3,Lycée,1,3,Lycée,4,5,Employés,0,4,5,Employés,1200,1200,"10,00",0,0,0,1,0,0,26,1,0,6,7,2,"12,00",0,6,6,0,"0,00",0,2017,"8,9","1,4","3,51",Dropout
2,39,1,9853,1.00,10,3,Lycée non terminé,"13,3",1,37,2,2,Collège,34,3,Lycée,0,7,Etudiant,900,0,7,Etudiant,0,900,"11,55",0,0,0,1,0,0,39,0,0,6,12,3,"12,67",0,6,14,0,"0,00",1,2008,"7,6","2,6","0,32",Dropout
2,39,1,8014,0.00,1,3,Lycée terminé,"13,3",1,37,2,2,Collège,19,3,Lycée,9,6,Ouvriers,900,9,6,Ouvriers,900,1800,"11,40",0,0,0,1,0,0,44,0,2,8,11,8,"11,88",0,6,7,6,"12,33",0,2011,"12,7","3,7","-1,7",Graduate
1,15,1,9119,1.00,1,3,Lycée terminé,"13,0",26,38,2,2,Collège,3,4,Licence,9,6,Ouvriers,1000,2,3,Cadres et professions intellectuelles,2000,3000,"13,70",1,0,0,1,1,0,19,1,0,5,9,5,"14,00",0,5,11,3,"13,25",0,2014,"13,9","-0,3","0,79",Enrolled
1,1,5,9773,1.00,1,3,Lycée terminé,"13,5",1,37,2,2,Collège,1,3,Lycée,5,5,Employés,1300,5,5,Employés,1000,2300,"12,49",1,0,0,1,0,0,18,0,0,6,6,6,"13,67",0,6,6,6,"13,33",0,2017,"8,9","1,4","3,51",Graduate
1,1,5,9500,1.00,1,3,Lycée terminé,"13,2",1,37,2,2,Collège,37,2,Collège,7,6,Ouvriers,900,7,6,Ouvriers,1300,2200,"12,03",1,0,0,1,0,1,18,0,0,7,7,7,"13,75",0,8,9,8,"14,48",0,2015,"12,4","0,5","1,79",Graduate
1,1,1,9085,1.00,1,3,Lycée terminé,"13,5",1,1,3,3,Lycée,2,4,Licence,9,6,Ouvriers,2000,1,3,Cadres et professions intellectuelles,3000,5000,"13,43",1,0,0,1,0,0,19,0,0,5,7,5,"14,20",0,5,7,5,"13,80",0,2011,"12,7","3,7","-1,7",Enrolled
1,1,4,9500,1.00,1,3,Lycée terminé,"11,5",1,3,3,3,Lycée,3,4,Licence,2,3,Cadres et professions intellectuelles,900,2,3,Cadres et professions intellectuelles,2000,2900,"11,15",1,0,1,0,0,0,19,0,0,7,10,4,"11,96",0,7,7,0,"0,00",0,2014,"13,9","-0,3","0,79",Dropout
1,53,1,9085,1.00,42,3,Lycée professionnel et technologique,"13,0",1,38,2,2,Collège,38,2,Collège,9,6,Ouvriers,900,9,6,Ouvriers,900,1800,"12,88",0,0,0,1,0,0,21,0,7,10,12,8,"12,88",4,9,14,5,"13,40",0,2017,"8,9","1,4","3,51",Dropout
1,1,4,171,1.00,1,3,Lycée terminé,"13,3",1,1,3,3,Lycée,1,3,Lycée,9,6,Ouvriers,1000,10,5,Employés,1200,2200,"11,00",1,0,0,1,0,0,20,0,0,0,0,0,"0,00",0,0,0,0,"0,00",0,2013,"16,2","0,3","-0,92",Graduate
2,39,1,8014,0.00,1,3,Lycée terminé,"13,0",1,37,2,2,Collège,37,2,Collège,6,1,Agriculteurs exploitants,900,5,5,Employés,1000,1900,"11,35",1,0,0,1,0,0,36,0,0,6,0,0,"0,00",0,6,0,0,"0,00",0,2009,"9,4","-0,8","-3,12",Dropout
4,39,1,9003,1.00,12,3,Lycée terminé,"13,3",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,900,6,1,Agriculteurs exploitants,1000,1900,"16,00",0,0,0,1,0,0,43,0,13,18,19,18,"14,63",10,13,14,13,"14,23",1,2012,"15,5","2,8","-4,06",Graduate
1,18,1,9853,1.00,1,3,Lycée terminé,"12,3",1,19,3,3,Lycée,19,3,Lycée,9,6,Ouvriers,2000,7,6,Ouvriers,1300,3300,"11,74",1,0,0,1,0,0,19,0,0,6,0,0,"0,00",0,6,0,0,"0,00",0,2016,"11,1","0,6","2,02",Dropout
1,51,1,9070,1.00,1,3,Lycée terminé,"13,0",1,3,3,3,Lycée,1,3,Lycée,2,3,Cadres et professions intellectuelles,1200,8,6,Ouvriers,1200,2400,"12,22",0,0,1,1,0,0,20,0,4,10,12,10,"13,00",5,11,11,11,"12,27",0,2016,"11,1","0,6","2,02",Graduate
1,1,2,9238,1.00,1,3,Lycée terminé,"12,2",1,37,2,2,Collège,38,2,Collège,4,5,Employés,1200,7,6,Ouvriers,1300,2500,"11,82",1,0,0,1,0,0,19,0,0,6,0,0,"0,00",0,6,0,0,"0,00",0,2013,"16,2","0,3","-0,92",Dropout
1,1,1,9085,1.00,1,3,Lycée terminé,"11,3",1,1,3,3,Lycée,1,3,Lycée,4,5,Employés,1200,4,5,Employés,1200,2400,"10,67",1,0,0,1,0,0,20,0,0,6,15,4,"14,20",0,6,17,4,"13,25",0,2012,"15,5","2,8","-4,06",Dropout
1,1,5,9500,1.00,1,3,Lycée terminé,"11,1",1,3,3,3,Lycée,4,5,Master,4,5,Employés,900,3,4,Professions intermédiaires,1350,2250,"10,82",1,0,0,1,0,0,20,0,2,7,9,6,"13,27",0,7,10,5,"12,30",0,2015,"12,4","0,5","1,79",Dropout
1,17,2,9853,1.00,1,3,Lycée terminé,"13,3",1,19,3,3,Lycée,1,3,Lycée,9,6,Ouvriers,1000,3,4,Professions intermédiaires,1350,2350,"10,70",1,0,0,1,0,0,20,0,0,7,12,6,"11,67",0,7,10,3,"13,00",0,2013,"16,2","0,3","-0,92",Enrolled
1,1,1,9238,1.00,1,3,Lycée terminé,"14,2",1,37,2,2,Collège,37,2,Collège,6,1,Agriculteurs exploitants,1200,7,6,Ouvriers,1300,2500,"13,61",1,0,0,1,0,0,18,0,0,6,8,6,"13,86",0,6,6,6,"15,00",0,2014,"13,9","-0,3","0,79",Graduate
1,17,2,9147,1.00,1,3,Lycée terminé,"12,3",1,1,3,3,Lycée,38,2,Collège,4,5,Employés,900,7,6,Ouvriers,1300,2200,"11,53",1,0,0,1,0,1,18,0,0,5,9,3,"13,00",0,5,11,3,"11,00",0,2017,"8,9","1,4","3,51",Enrolled
1,1,1,9085,1.00,1,3,Lycée terminé,"13,1",1,19,3,3,Lycée,19,3,Lycée,9,6,Ouvriers,1200,9,6,Ouvriers,900,2100,"13,98",1,0,0,1,0,0,19,0,0,5,6,5,"13,40",0,5,5,5,"12,80",0,2010,"10,8","1,4","1,74",Graduate
1,1,3,9773,1.00,1,3,Lycée terminé,"15,8",1,1,3,3,Lycée,38,2,Collège,4,5,Employés,900,7,6,Ouvriers,1300,2200,"15,70",1,0,0,1,0,0,18,0,0,6,6,6,"12,67",0,6,7,6,"12,57",0,2010,"10,8","1,4","1,74",Graduate
1,17,2,9500,1.00,1,3,Lycée terminé,"12,2",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,900,9,6,Ouvriers,900,1800,"13,10",1,0,0,1,0,0,18,0,0,7,7,6,"12,52",0,7,7,6,"12,52",1,2008,"7,6","2,6","0,32",Dropout
1,43,1,9500,1.00,1,3,Lycée terminé,"13,0",1,38,2,2,Collège,38,2,Collège,9,6,Ouvriers,900,5,5,Employés,1000,1900,"10,00",0,0,0,1,0,0,20,0,0,7,11,6,"11,62",0,7,7,7,"13,00",0,2014,"13,9","-0,3","0,79",Enrolled
1,17,1,9238,1.00,1,3,Lycée terminé,"15,4",1,19,3,3,Lycée,37,2,Collège,9,6,Ouvriers,1350,7,6,Ouvriers,1300,2650,"14,04",1,0,0,1,0,1,20,0,0,6,13,2,"10,00",0,6,12,4,"10,75",0,2008,"7,6","2,6","0,32",Enrolled
1,17,1,9147,1.00,1,3,Lycée terminé,"12,0",1,19,3,3,Lycée,19,3,Lycée,3,4,Professions intermédiaires,900,3,4,Professions intermédiaires,1350,2250,"11,34",0,0,0,1,0,0,20,0,0,5,11,3,"10,33",0,5,10,3,"10,67",0,2015,"12,4","0,5","1,79",Enrolled
1,1,2,9085,1.00,1,3,Lycée terminé,"14,0",1,37,2,2,Collège,38,2,Collège,9,6,Ouvriers,1200,7,6,Ouvriers,1300,2500,"13,70",0,0,0,1,0,0,18,0,0,5,12,5,"13,14",0,5,6,5,"11,40",0,2009,"9,4","-0,8","-3,12",Graduate
1,1,1,9147,1.00,1,3,Lycée terminé,"12,7",1,2,3,3,Lycée,19,3,Lycée,4,5,Employés,1200,5,5,Employés,1000,2200,"12,18",0,0,0,1,0,0,18,0,0,5,5,5,"12,60",0,5,5,5,"14,00",0,2016,"11,1","0,6","2,02",Graduate
1,17,1,9254,1.00,1,3,Lycée terminé,"13,3",1,1,3,3,Lycée,1,3,Lycée,4,5,Employés,900,5,5,Employés,1000,1900,"13,10",1,0,0,1,0,0,21,0,0,6,12,3,"11,00",0,6,12,2,"11,00",0,2009,"9,4","-0,8","-3,12",Dropout
1,1,2,9147,1.00,1,3,Lycée terminé,"12,0",1,19,3,3,Lycée,19,3,Lycée,9,6,Ouvriers,2000,7,6,Ouvriers,1300,3300,"11,86",1,0,0,1,0,0,19,0,0,5,8,5,"10,80",0,5,9,4,"11,25",2,2013,"16,2","0,3","-0,92",Graduate
1,1,1,171,1.00,1,3,Lycée terminé,"13,7",1,3,3,3,Lycée,19,3,Lycée,2,3,Cadres et professions intellectuelles,900,9,6,Ouvriers,900,1800,"12,23",0,0,0,1,0,0,19,0,0,0,0,0,"0,00",0,0,0,0,"0,00",0,2010,"10,8","1,4","1,74",Dropout
1,1,1,9670,1.00,1,3,Lycée terminé,"13,1",1,38,2,2,Collège,38,2,Collège,9,6,Ouvriers,1200,9,6,Ouvriers,900,2100,"12,79",0,0,0,1,0,1,19,0,0,5,5,5,"12,80",0,5,5,5,"14,20",0,2009,"9,4","-0,8","-3,12",Graduate
1,1,1,9085,1.00,1,3,Lycée terminé,"13,0",1,19,3,3,Lycée,38,2,Collège,4,5,Employés,1200,7,6,Ouvriers,1300,2500,"12,13",1,0,0,1,0,0,19,0,0,6,15,6,"14,17",0,6,13,6,"12,20",0,2012,"15,5","2,8","-4,06",Graduate
1,17,6,9556,1.00,1,3,Lycée terminé,"12,2",1,1,3,3,Lycée,1,3,Lycée,4,5,Employés,900,5,5,Employés,1000,1900,"11,71",1,0,0,1,0,0,19,0,0,7,12,5,"12,10",0,7,0,0,"0,00",0,2014,"13,9","-0,3","0,79",Dropout
1,44,1,9085,1.00,39,3,Lycée professionnel et technologique,"16,0",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,900,9,6,Ouvriers,900,1800,"16,00",1,0,0,1,0,0,20,0,1,6,7,6,"14,17",1,6,17,5,"13,78",0,2015,"12,4","0,5","1,79",Graduate
1,1,1,9853,1.00,1,3,Lycée terminé,"14,6",1,19,3,3,Lycée,38,2,Collège,9,6,Ouvriers,1000,3,4,Professions intermédiaires,1350,2350,"14,53",1,0,0,1,0,1,18,0,0,6,8,5,"12,80",0,6,7,5,"13,40",0,2009,"9,4","-0,8","-3,12",Enrolled
1,17,3,9238,1.00,1,3,Lycée terminé,"13,1",1,1,3,3,Lycée,39,3,Lycée,5,5,Employés,1200,3,4,Professions intermédiaires,1350,2550,"12,26",1,0,0,1,0,0,18,0,0,6,7,6,"13,00",0,6,6,6,"13,67",0,2015,"12,4","0,5","1,79",Graduate
1,17,6,9500,1.00,1,3,Lycée terminé,"13,2",1,1,3,3,Lycée,37,2,Collège,8,6,Ouvriers,1000,9,6,Ouvriers,900,1900,"12,80",1,0,0,1,0,0,19,0,0,7,7,7,"13,47",0,8,9,8,"15,01",0,2015,"12,4","0,5","1,79",Graduate
1,1,3,9500,1.00,1,3,Lycée terminé,"13,8",1,19,3,3,Lycée,19,3,Lycée,5,5,Employés,900,8,6,Ouvriers,1200,2100,"12,49",1,0,0,1,0,1,18,0,0,7,9,7,"13,24",0,8,9,7,"13,74",0,2014,"13,9","-0,3","0,79",Dropout
1,17,2,9070,1.00,1,3,Lycée terminé,"13,0",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,1200,9,6,Ouvriers,900,2100,"12,37",1,0,0,1,0,0,18,0,0,6,6,6,"12,33",0,6,6,6,"13,00",0,2008,"7,6","2,6","0,32",Graduate
1,1,4,9147,1.00,1,3,Lycée terminé,"12,6",1,1,3,3,Lycée,19,3,Lycée,4,5,Employés,1350,8,6,Ouvriers,1200,2550,"12,01",1,0,0,1,0,0,19,0,0,5,7,5,"12,40",0,5,5,5,"14,60",0,2017,"8,9","1,4","3,51",Graduate
1,17,6,9500,1.00,1,3,Lycée terminé,"14,8",1,1,3,3,Lycée,19,3,Lycée,3,4,Professions intermédiaires,900,3,4,Professions intermédiaires,1350,2250,"13,17",1,0,0,1,0,0,19,0,0,7,8,5,"14,00",0,7,7,0,"0,00",0,2014,"13,9","-0,3","0,79",Dropout
1,43,1,9238,1.00,1,3,Lycée terminé,"13,0",1,38,2,2,Collège,37,2,Collège,9,6,Ouvriers,1350,7,6,Ouvriers,1300,2650,"13,32",0,0,0,1,0,0,20,0,5,9,15,9,"11,67",2,7,8,7,"11,71",0,2008,"7,6","2,6","0,32",Graduate
1,1,1,9670,1.00,1,3,Lycée terminé,"11,7",1,1,3,3,Lycée,38,2,Collège,3,4,Professions intermédiaires,1000,9,6,Ouvriers,900,1900,"10,93",0,0,1,0,0,1,19,0,0,6,7,5,"12,00",0,6,9,4,"12,50",0,2015,"12,4","0,5","1,79",Dropout
1,17,1,9670,1.00,1,3,Lycée terminé,"12,0",1,19,3,3,Lycée,19,3,Lycée,5,5,Employés,1200,5,5,Employés,1000,2200,"11,30",1,0,0,1,0,0,20,0,0,5,7,4,"12,20",0,5,5,4,"11,50",0,2008,"7,6","2,6","0,32",Graduate
1,1,1,9773,1.00,1,3,Lycée terminé,"15,3",1,1,3,3,Lycée,1,3,Lycée,141,5,Employés,1200,175,6,Ouvriers,1000,2200,"15,79",0,0,1,1,0,1,18,0,0,6,6,6,"14,83",0,6,6,6,"14,83",0,2017,"8,9","1,4","3,51",Graduate
1,1,2,9500,1.00,1,3,Lycée terminé,"11,7",1,19,3,3,Lycée,1,3,Lycée,4,5,Employés,1200,7,6,Ouvriers,1300,2500,"11,21",0,0,0,1,0,1,20,0,0,7,9,5,"13,19",0,8,9,7,"12,89",0,2016,"11,1","0,6","2,02",Enrolled
1,18,1,9500,1.00,1,3,Lycée terminé,"17,8",1,19,3,3,Lycée,1,3,Lycée,4,5,Employés,900,8,6,Ouvriers,1200,2100,"17,47",0,0,0,1,0,0,18,0,0,7,8,7,"17,13",0,8,8,8,"17,59",0,2014,"13,9","-0,3","0,79",Graduate
1,1,5,9500,1.00,1,3,Lycée terminé,"12,9",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,1200,9,6,Ouvriers,900,2100,"12,88",1,0,0,1,0,0,19,0,0,7,7,6,"12,67",0,7,7,6,"12,67",0,2008,"7,6","2,6","0,32",Graduate
1,1,6,9773,1.00,1,3,Lycée terminé,"11,6",1,19,3,3,Lycée,1,3,Lycée,4,5,Employés,1350,4,5,Employés,1200,2550,"11,01",1,0,0,1,0,1,19,0,0,6,8,6,"12,67",0,6,10,5,"12,00",0,2015,"12,4","0,5","1,79",Graduate
1,51,1,9147,1.00,1,3,Lycée terminé,"9,9",1,3,3,3,Lycée,1,3,Lycée,3,4,Professions intermédiaires,900,3,4,Professions intermédiaires,1350,2250,"9,97",1,0,1,0,0,0,22,0,0,5,8,0,"0,00",0,5,7,0,"0,00",0,2017,"8,9","1,4","3,51",Enrolled
1,1,3,9238,1.00,1,3,Lycée terminé,"13,5",1,1,3,3,Lycée,12,3,Lycée,9,6,Ouvriers,900,10,5,Employés,1200,2100,"12,10",1,0,0,1,0,1,19,0,0,6,7,6,"11,33",0,6,6,6,"11,50",0,2015,"12,4","0,5","1,79",Graduate
1,1,3,9500,1.00,1,3,Lycée terminé,"14,1",1,19,3,3,Lycée,19,3,Lycée,9,6,Ouvriers,1000,7,6,Ouvriers,1300,2300,"13,17",1,0,0,1,0,1,19,0,0,7,10,7,"13,61",0,8,11,8,"12,33",0,2012,"15,5","2,8","-4,06",Graduate
1,17,5,9853,1.00,1,3,Lycée terminé,"13,2",1,37,2,2,Collège,38,2,Collège,5,5,Employés,900,6,1,Agriculteurs exploitants,1000,1900,"11,91",1,0,0,1,0,1,19,0,0,6,10,5,"12,00",0,6,9,5,"10,80",0,2009,"9,4","-0,8","-3,12",Graduate
1,1,4,9254,1.00,1,3,Lycée terminé,"13,2",1,12,3,3,Lycée,19,3,Lycée,9,6,Ouvriers,900,9,6,Ouvriers,900,1800,"12,47",1,0,0,1,0,0,19,0,0,5,10,0,"0,00",0,5,10,0,"0,00",0,2008,"7,6","2,6","0,32",Dropout
1,17,1,9254,1.00,1,3,Lycée terminé,"11,3",1,1,3,3,Lycée,37,2,Collège,9,6,Ouvriers,2000,10,5,Employés,1200,3200,"11,72",1,0,0,1,0,0,20,0,0,6,8,5,"11,20",0,6,12,3,"11,67",0,2008,"7,6","2,6","0,32",Dropout
1,1,1,9147,1.00,1,3,Lycée terminé,"13,4",1,3,3,3,Lycée,19,3,Lycée,2,3,Cadres et professions intellectuelles,900,10,5,Employés,1200,2100,"12,88",0,0,0,1,0,0,18,0,0,5,10,5,"13,38",0,5,9,5,"14,17",0,2014,"13,9","-0,3","0,79",Graduate
1,1,1,9500,1.00,1,3,Lycée terminé,"13,6",1,1,3,3,Lycée,19,3,Lycée,9,6,Ouvriers,2000,9,6,Ouvriers,900,2900,"13,15",0,0,0,1,0,1,20,0,0,7,8,6,"13,86",0,8,9,7,"14,18",0,2016,"11,1","0,6","2,02",Graduate
1,1,1,171,1.00,1,3,Lycée terminé,"13,6",1,3,3,3,Lycée,37,2,Collège,2,3,Cadres et professions intellectuelles,1200,8,6,Ouvriers,1200,2400,"12,17",1,0,0,1,0,0,18,0,0,0,0,0,"0,00",0,0,0,0,"0,00",0,2009,"9,4","-0,8","-3,12",Enrolled
1,1,1,9085,1.00,1,3,Lycée terminé,"12,9",1,1,3,3,Lycée,38,2,Collège,4,5,Employés,1300,7,6,Ouvriers,1300,2600,"12,34",0,0,0,1,0,0,19,0,0,5,6,5,"12,40",0,5,6,5,"13,40",0,2008,"7,6","2,6","0,32",Graduate
1,17,1,9853,1.00,1,3,Lycée terminé,"13,8",1,38,2,2,Collège,38,2,Collège,7,6,Ouvriers,900,6,1,Agriculteurs exploitants,1000,1900,"12,47",1,0,0,1,0,0,18,0,0,6,11,3,"12,33",0,6,10,5,"10,83",0,2009,"9,4","-0,8","-3,12",Enrolled
1,1,1,9853,1.00,1,3,Lycée terminé,"13,7",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,2000,9,6,Ouvriers,900,2900,"13,28",1,0,0,1,0,0,18,0,0,6,7,6,"13,33",0,6,8,5,"11,80",0,2008,"7,6","2,6","0,32",Graduate
1,43,1,9853,1.00,1,3,Lycée terminé,"11,5",1,3,3,3,Lycée,37,2,Collège,2,3,Cadres et professions intellectuelles,1000,5,5,Employés,1000,2000,"10,87",1,0,0,1,0,0,21,0,0,6,10,3,"12,67",0,6,12,3,"10,00",0,2009,"9,4","-0,8","-3,12",Dropout
1,1,1,9853,1.00,1,3,Lycée terminé,"12,9",1,38,2,2,Collège,37,2,Collège,6,1,Agriculteurs exploitants,900,6,1,Agriculteurs exploitants,1000,1900,"13,81",0,0,0,1,0,0,19,0,0,6,8,6,"12,00",0,6,10,4,"11,50",0,2008,"7,6","2,6","0,32",Dropout
1,1,1,9147,1.00,1,3,Lycée terminé,"13,1",1,38,2,2,Collège,38,2,Collège,9,6,Ouvriers,1300,9,6,Ouvriers,900,2200,"12,65",0,0,0,1,0,1,18,0,0,5,5,5,"10,60",0,5,5,5,"11,80",0,2015,"12,4","0,5","1,79",Graduate
1,17,2,9238,1.00,1,3,Lycée terminé,"13,3",1,1,3,3,Lycée,37,2,Collège,7,6,Ouvriers,900,9,6,Ouvriers,900,1800,"12,74",1,0,0,1,0,1,18,0,0,6,8,6,"12,25",0,6,7,6,"11,86",0,2011,"12,7","3,7","-1,7",Graduate
1,1,3,9238,1.00,1,3,Lycée terminé,"12,5",1,19,3,3,Lycée,1,3,Lycée,9,6,Ouvriers,1000,10,5,Employés,1200,2200,"12,36",1,0,0,1,0,0,20,0,0,6,10,4,"11,00",0,6,9,6,"11,83",0,2009,"9,4","-0,8","-3,12",Graduate
1,39,1,8014,0.00,1,3,Lycée terminé,"12,0",1,1,3,3,Lycée,19,3,Lycée,6,1,Agriculteurs exploitants,1200,8,6,Ouvriers,1200,2400,"12,20",0,0,0,1,0,1,24,0,0,6,11,5,"11,00",0,6,9,5,"12,60",0,2016,"11,1","0,6","2,02",Graduate
1,1,1,9670,1.00,1,3,Lycée terminé,"12,8",1,19,3,3,Lycée,1,3,Lycée,4,5,Employés,900,1,3,Cadres et professions intellectuelles,3000,3900,"11,82",0,0,0,1,0,0,19,0,0,6,6,6,"13,17",0,6,9,6,"13,00",0,2010,"10,8","1,4","1,74",Dropout
1,1,1,9500,1.00,1,3,Lycée terminé,"12,7",1,19,3,3,Lycée,37,2,Collège,9,6,Ouvriers,900,7,6,Ouvriers,1300,2200,"12,39",1,0,0,1,0,1,18,0,0,7,9,7,"12,86",0,8,12,7,"12,76",0,2012,"15,5","2,8","-4,06",Graduate
1,1,2,9500,1.00,1,3,Lycée terminé,"13,4",1,19,3,3,Lycée,19,3,Lycée,9,6,Ouvriers,1200,9,6,Ouvriers,900,2100,"12,58",1,0,0,1,0,0,18,0,0,7,8,7,"14,92",0,8,8,8,"15,36",0,2012,"15,5","2,8","-4,06",Graduate
1,17,5,9853,1.00,1,3,Lycée terminé,"13,2",1,12,3,3,Lycée,12,3,Lycée,4,5,Employés,1000,4,5,Employés,1200,2200,"12,33",1,0,0,1,0,0,21,0,0,6,13,4,"11,50",0,6,10,3,"11,00",0,2010,"10,8","1,4","1,74",Dropout
1,17,2,9670,1.00,1,3,Lycée terminé,"12,4",1,1,3,3,Lycée,19,3,Lycée,5,5,Employés,1300,4,5,Employés,1200,2500,"12,44",0,0,0,1,0,0,19,0,0,5,5,5,"14,20",0,5,5,5,"14,20",0,2008,"7,6","2,6","0,32",Graduate
1,17,1,9773,1.00,1,3,Lycée terminé,"13,3",1,19,3,3,Lycée,37,2,Collège,7,6,Ouvriers,1000,7,6,Ouvriers,1300,2300,"12,60",0,0,0,1,0,1,19,0,0,6,6,6,"12,50",0,6,7,6,"13,00",0,2012,"15,5","2,8","-4,06",Graduate
3,39,1,9003,1.00,1,3,Lycée terminé,"17,0",1,1,3,3,Lycée,37,2,Collège,6,1,Agriculteurs exploitants,1300,6,1,Agriculteurs exploitants,1000,2300,"17,00",0,0,1,1,0,0,47,0,0,1,1,0,"0,00",0,6,0,0,"0,00",0,2017,"8,9","1,4","3,51",Enrolled
1,17,3,9238,1.00,1,3,Lycée terminé,"12,5",1,19,3,3,Lycée,19,3,Lycée,7,6,Ouvriers,3000,8,6,Ouvriers,1200,4200,"12,15",0,0,0,1,0,0,19,0,0,6,10,5,"11,67",0,6,12,4,"11,00",0,2014,"13,9","-0,3","0,79",Graduate
1,39,1,9500,1.00,3,4,Licence,"13,0",1,2,3,3,Lycée,2,4,Licence,1,3,Cadres et professions intellectuelles,1200,1,3,Cadres et professions intellectuelles,3000,4200,"13,00",0,0,0,1,0,0,29,0,1,8,8,7,"14,26",1,8,8,7,"14,26",0,2011,"12,7","3,7","-1,7",Graduate
1,43,1,9238,1.00,1,3,Lycée terminé,"12,5",1,19,3,3,Lycée,19,3,Lycée,4,5,Employés,900,8,6,Ouvriers,1200,2100,"11,70",1,0,0,1,0,0,21,0,0,6,13,3,"12,00",0,6,12,2,"11,33",0,2013,"16,2","0,3","-0,92",Dropout
1,39,1,9085,1.00,1,3,Lycée terminé,"13,0",1,37,2,2,Collège,19,3,Lycée,9,6,Ouvriers,1350,7,6,Ouvriers,1300,2650,"13,00",1,0,0,1,0,0,28,0,0,5,13,4,"11,25",0,5,11,4,"10,50",0,2011,"12,7","3,7","-1,7",Enrolled
1,17,2,9556,1.00,1,3,Lycée terminé,"13,3",1,37,2,2,Collège,37,2,Collège,3,4,Professions intermédiaires,1200,10,5,Employés,1200,2400,"10,80",0,0,0,1,0,0,20,0,0,7,8,7,"12,46",0,8,8,8,"13,56",0,2012,"15,5","2,8","-4,06",Graduate
1,17,1,9500,1.00,1,3,Lycée terminé,"13,1",1,2,3,3,Lycée,38,2,Collège,4,5,Employés,1200,5,5,Employés,1000,2200,"13,23",1,0,0,1,0,0,19,0,0,7,7,6,"11,68",0,7,7,6,"11,68",0,2008,"7,6","2,6","0,32",Graduate
